RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4286,15848092,Oliveira,781,Germany,Male,38,6,0.0,2,0,0,140920.52,0
4287,15514413,Robert,763,Spain,Female,36,2,0.0,2,0,0,138012.58,0
4288,15360143,Gomes,668,Germany,Male,49,0,16063.0,2,1,1,197326.51,0
4289,15329369,Santos,570,France,Male,37,2,24527.41,2,1,1,197046.44,0
4290,15148644,Müller,596,Spain,Female,40,2,0.0,2,1,1,179919.44,0
4291,15467844,Ferreira,668,Germany,Male,56,0,0.0,3,1,0,146366.88,1
4292,15068857,Lima,610,France,Female,29,6,0.0,2,1,0,116465.63,0
4293,15412860,Thomas,676,Germany,Female,50,7,0.0,1,1,0,31067.09,1
4294,15249106,Fischer,704,Spain,Female,42,5,0.0,1,1,1,198983.38,0
4295,15656096,Dubois,702,France,Male,39,2,0.0,1,1,0,163171.4,0
4296,15443079,Meyer,633,France,Male,45,5,11493.98,1,0,0,156508.09,0
4297,15350224,Robert,482,France,Male,45,4,92471.94,1,0,1,118269.94,0
4298,15071785,Fischer,682,France,Female,41,6,0.0,3,1,0,34172.65,1
4299,15842054,Bernard,623,France,Male,47,8,49583.12,2,1,1,33362.31,0
4300,15859702,Robert,555,Germany,Male,56,6,131581.23,1,1,0,112355.4,1
4301,15088708,Bernard,640,France,Female,79,4,142168.15,1,1,1,98567.55,1
4302,15842883,Lima,773,Spain,Male,42,4,0.0,1,1,0,143023.08,0
4303,15240250,Santos,620,Spain,Female,55,6,66024.63,1,1,1,174333.58,0
4304,15899892,Alves,620,Germany,Female,27,2,94791.14,2,1,0,14777.19,0
4305,15549191,Thomas,647,Spain,Male,42,2,0.0,2,1,0,122386.01,0
4306,15527366,Martin,535,France,Male,39,3,0.0,2,1,1,96779.41,0
4307,15792165,Pereira,714,France,Female,24,6,63632.28,1,1,1,47512.39,0
4308,15168240,Martin,773,Germany,Female,44,1,103519.88,1,0,0,67816.86,1
4309,15092515,Bernard,607,Spain,Female,47,3,59275.14,2,1,1,187471.22,0
4310,15190492,Thomas,642,Spain,Female,31,3,62054.55,2,1,0,150094.25,0
4311,15196008,Gomes,522,France,Female,45,4,55401.64,2,1,0,182876.91,0
4312,15656009,Bernard,562,Spain,Female,46,4,80848.55,1,0,1,75075.7,0
4313,15377154,Gomes,594,France,Male,38,6,140919.42,1,1,1,64343.39,0
4314,15426919,Müller,512,Spain,Female,32,5,64194.48,1,1,1,60488.32,0
4315,15760529,Lima,760,Spain,Male,35,7,0.0,2,0,0,110154.84,0
4316,15007874,Dubois,734,France,Male,35,2,95452.74,2,1,1,134140.43,0
4317,15826076,Gomes,694,Germany,Female,45,4,54542.8,1,0,1,151206.76,0
4318,15644848,Robert,529,France,Female,30,3,0.0,2,0,1,37705.89,0
4319,15183590,Silva,538,France,Male,21,2,10523.96,1,1,0,58829.14,0
4320,15316722,Robert,574,Germany,Female,49,2,192037.42,1,1,0,78956.66,1
4321,15121730,Meyer,619,Germany,Female,45,3,76553.89,1,0,0,17382.42,1
4322,15963733,Ferreira,756,Spain,Female,39,6,0.0,2,1,0,146821.38,0
4323,15749330,Costa,804,Germany,Male,25,2,0.0,2,1,0,39887.68,0
4324,15590742,Santos,687,France,Male,32,3,54272.11,2,1,1,86115.39,0
4325,15596147,Oliveira,565,Spain,Male,54,5,42553.01,1,1,0,192700.46,1
4326,15669267,Souza,774,Spain,Male,58,5,152851.45,2,1,0,139621.72,0
4327,15245768,Silva,556,France,Female,43,1,0.0,1,1,0,125815.32,1
4328,15208686,Schmidt,562,Spain,Female,24,8,0.0,2,1,1,24382.86,0
4329,15468068,Oliveira,607,France,Female,48,2,15718.93,1,0,1,24940.86,0
4330,15613561,Thomas,729,Spain,Female,35,1,4109.96,1,0,1,132480.79,0
4331,15828876,Oliveira,673,France,Female,32,3,204111.72,2,1,0,71057.15,0
4332,15549033,Pereira,712,France,Female,33,0,0.0,1,1,1,67620.09,0
4333,15567409,Oliveira,391,France,Female,56,0,0.0,2,0,0,74977.87,0
4334,15721807,Oliveira,646,Germany,Female,43,5,84686.03,1,1,1,132967.77,0
4335,15721950,Costa,582,France,Female,47,7,98100.54,2,1,0,40429.95,0
4336,15059892,Meyer,757,France,Male,43,4,131468.75,2,1,0,190011.86,0
4337,15714421,Meyer,768,Germany,Male,34,3,0.0,2,1,1,191914.8,0
4338,15418639,Ferreira,759,Spain,Male,38,7,0.0,1,1,0,143357.7,0
4339,15799530,Costa,712,France,Female,48,1,153930.44,2,1,1,192210.4,0
4340,15060894,Meyer,471,France,Male,47,4,103662.28,1,1,1,80008.15,0
4341,15534094,Müller,744,France,Female,55,2,153139.57,1,1,0,46505.25,1
4342,15151180,Gomes,789,France,Female,36,3,0.0,1,0,1,45963.07,0
4343,15210643,Silva,529,Spain,Female,58,4,78393.45,2,1,0,112534.14,0
4344,15798433,Bernard,559,Spain,Male,37,4,141704.0,1,1,1,46857.21,0
4345,15194994,Martin,618,Germany,Male,48,4,219022.73,2,1,0,46292.34,0
4346,15464101,Fischer,636,France,Female,35,9,0.0,2,1,0,175013.08,0
4347,15313835,Müller,786,Spain,Female,79,0,0.0,1,0,1,78500.16,1
4348,15965785,Lima,735,Germany,Female,30,6,161046.99,2,1,1,145241.17,0
4349,15711859,Oliveira,718,Spain,Female,50,0,74748.06,1,1,1,185675.16,0
4350,15564543,Ferreira,743,Germany,Female,43,4,99356.54,1,1,1,64536.23,0
4351,15421176,Robert,634,Spain,Female,20,2,36064.81,2,0,0,99797.5,0
4352,15904291,Robert,463,Germany,Male,19,8,242622.38,2,1,0,137420.0,0
4353,15425112,Meyer,734,France,Female,53,6,0.0,1,1,0,48041.59,1
4354,15388386,Pereira,681,Spain,Female,24,4,0.0,2,1,0,124550.45,0
4355,15927700,Silva,739,Germany,Female,31,8,70830.59,1,1,1,196850.68,0
4356,15294301,Lima,782,Germany,Female,79,6,202474.2,1,1,1,194897.4,1
4357,15037536,Souza,455,France,Male,46,8,198464.5,1,0,0,134931.38,1
4358,15670100,Souza,693,Germany,Female,32,5,0.0,2,1,1,87363.0,0
4359,15794559,Oliveira,610,Germany,Male,45,1,0.0,1,0,1,53286.99,0
4360,15179941,Silva,826,France,Male,45,5,0.0,2,1,0,171517.1,0
4361,15877910,Gomes,654,France,Male,58,8,0.0,1,1,0,137153.37,1
4362,15374224,Meyer,644,Germany,Male,50,2,1392.78,2,1,1,163380.82,0
4363,15281012,Ferreira,642,Spain,Male,54,6,0.0,1,1,0,179008.23,0
4364,15624380,Lima,850,Germany,Male,35,2,0.0,1,1,1,193799.23,0
4365,15733979,Gomes,684,France,Female,50,4,0.0,2,0,1,32991.91,0
4366,15659295,Santos,707,Germany,Male,20,1,0.0,2,1,1,91180.93,0
4367,15970075,Schmidt,796,France,Male,30,3,150344.34,1,1,0,125655.41,0
4368,15951343,Alves,697,France,Male,43,6,219937.37,2,1,0,32898.73,0
4369,15689434,Martin,675,France,Male,25,0,75336.64,1,0,1,31625.97,0
4370,15020587,Fischer,754,France,Male,41,3,22897.38,1,1,0,11986.88,0
4371,15336356,Schmidt,686,France,Male,53,5,0.0,1,0,1,134603.12,0
4372,15341128,Schmidt,729,France,Male,38,8,0.0,1,1,0,128594.96,0
4373,15996177,Oliveira,480,France,Male,27,2,132686.66,2,1,0,94512.37,0
4374,15056597,Meyer,850,France,Male,41,2,9777.07,1,0,0,49713.2,0
4375,15097611,Oliveira,586,Germany,Male,56,2,9681.89,1,1,0,69546.03,1
4376,15042940,Martin,592,France,Male,43,2,12567.99,1,1,1,133006.81,0
4377,15939071,Santos,585,France,Male,44,5,194035.52,2,1,1,94549.21,0
4378,15654286,Gomes,528,Spain,Male,31,9,88223.26,2,1,1,194806.41,0
4379,15916484,Santos,776,France,Female,26,4,187992.0,2,0,0,135873.41,0
4380,15397621,Weber,635,Germany,Female,42,3,0.0,1,0,0,106590.38,1
4381,15559815,Gomes,520,France,Male,31,6,194068.53,2,0,0,18937.05,0
4382,15652329,Martin,586,France,Male,51,2,50786.41,1,0,1,140236.46,0
4383,15613319,Müller,584,Germany,Female,40,0,104398.92,1,1,1,118838.99,1
4384,15025378,Ferreira,779,Germany,Female,50,5,166489.35,1,1,1,130842.72,1
4385,15914247,Weber,528,Spain,Male,50,2,196383.34,2,0,1,85179.25,0
4386,15821626,Alves,613,Germany,Male,56,3,0.0,1,1,1,110556.66,0
4387,15709497,Silva,736,Spain,Male,48,2,93914.51,2,0,0,185465.72,0
4388,15259863,Martin,532,France,Male,66,7,223127.6,2,1,0,52329.88,1
4389,15910092,Schmidt,540,France,Female,65,3,0.0,1,1,0,51199.62,1
4390,15372603,Schmidt,850,France,Female,64,4,213346.73,1,0,1,16624.16,1
4391,15320662,Oliveira,618,France,Female,57,2,152409.38,1,0,0,72751.9,1
4392,15042811,Müller,850,Germany,Male,48,1,29329.1,2,1,0,169707.12,0
4393,15669332,Ferreira,613,Germany,Female,43,4,46665.2,2,0,0,59885.33,0
4394,15728802,Dubois,674,France,Male,22,6,197611.79,2,0,1,170305.7,0
4395,15341090,Müller,850,Spain,Male,38,3,99174.03,2,0,0,117756.46,0
4396,15469503,Gomes,594,Spain,Male,30,6,25628.69,2,1,0,46024.25,0
4397,15439587,Thomas,550,France,Male,30,0,0.0,2,1,0,36020.35,0
4398,15949038,Alves,627,France,Female,35,2,75738.07,1,0,1,140639.33,0
4399,15738122,Alves,722,France,Male,29,2,16154.77,2,1,1,54815.02,0
4400,15159965,Thomas,698,France,Female,57,4,21384.67,2,0,1,186668.85,0
4401,15595777,Silva,692,France,Female,51,7,231913.34,2,0,0,164742.03,1
4402,15811010,Martin,644,Germany,Female,22,3,199846.67,3,0,0,165998.51,1
4403,15821990,Bernard,850,France,Female,32,5,0.0,1,0,0,20779.75,0
4404,15785285,Souza,808,France,Male,54,7,89465.03,1,1,0,57112.26,1
4405,15477882,Oliveira,591,Spain,Male,59,3,218503.74,1,1,0,90916.47,1
4406,15593516,Ferreira,700,Germany,Female,70,3,1396.77,1,1,0,57667.8,1
4407,15051388,Bernard,698,Spain,Female,79,1,0.0,2,1,1,73072.75,0
4408,15478852,Lima,605,France,Male,77,3,0.0,2,0,1,38817.45,0
4409,15928798,Santos,816,France,Male,39,6,6473.2,1,1,1,34630.5,0
4410,15409298,Weber,784,Germany,Female,33,6,160474.09,2,1,1,80701.09,0
4411,15692304,Thomas,709,France,Male,41,6,230143.44,2,1,1,183762.9,0
4412,15182952,Dubois,672,France,Male,39,0,82560.16,2,1,0,177452.92,0
4413,15694428,Costa,621,Germany,Male,53,2,248908.73,1,1,1,112776.15,1
4414,15571233,Oliveira,551,Germany,Female,46,6,0.0,1,0,1,142621.5,0
4415,15193560,Lima,711,France,Male,57,8,13885.82,1,1,1,72932.06,0
4416,15696515,Dubois,595,France,Male,40,5,176322.83,1,0,0,38868.8,0
4417,15266591,Ferreira,713,France,Male,44,2,108811.3,1,1,0,22947.94,0
4418,15764831,Ferreira,552,France,Male,48,1,0.0,2,1,0,96263.99,0
4419,15712169,Gomes,403,France,Male,72,7,62125.78,2,1,0,101194.46,0
4420,15639388,Müller,554,France,Female,35,1,80174.07,1,1,0,92486.78,1
4421,15783828,Robert,433,France,Male,78,2,0.0,2,1,1,113766.61,0
4422,15000353,Souza,830,Spain,Male,55,5,0.0,1,1,0,109730.44,0
4423,15167370,Silva,850,Germany,Male,46,2,0.0,2,1,1,143392.91,0
4424,15802237,Silva,550,Germany,Female,56,2,0.0,1,0,1,172492.48,1
4425,15496712,Costa,499,France,Female,43,2,0.0,2,0,1,175700.55,0
4426,15911314,Oliveira,532,France,Male,33,8,96955.69,2,1,0,68435.21,0
4427,15959919,Alves,627,France,Male,38,2,0.0,2,1,1,130030.44,0
4428,15873187,Bernard,769,France,Female,57,8,0.0,2,1,1,193381.76,0
4429,15475218,Schmidt,541,France,Male,50,3,0.0,1,1,0,116577.38,0
4430,15243612,Pereira,698,Spain,Female,33,6,118171.23,1,0,0,131846.6,1
4431,15788351,Oliveira,643,Germany,Male,49,8,138099.18,2,1,1,166628.01,0
4432,15652267,Ferreira,793,Germany,Male,31,4,54312.97,1,0,1,35957.45,0
4433,15854582,Fischer,735,France,Female,28,6,0.0,2,1,1,44137.94,0
4434,15890356,Oliveira,727,Spain,Male,50,3,0.0,2,1,0,181520.62,0
4435,15386583,Pereira,612,France,Male,35,3,0.0,2,1,0,189565.39,0
4436,15736242,Robert,647,France,Female,30,4,89058.2,3,1,0,57292.69,1
4437,15772405,Souza,682,France,Male,34,6,199118.43,2,0,1,26414.19,0
4438,15230434,Santos,739,Spain,Female,50,5,0.0,2,1,0,162912.0,0
4439,15391611,Schmidt,627,Spain,Male,19,0,0.0,2,1,1,54875.25,0
4440,15291813,Gomes,681,France,Female,32,3,31321.1,1,1,1,137181.47,0
4441,15256310,Costa,679,Spain,Female,33,6,0.0,4,1,0,38595.13,1
4442,15361186,Gomes,662,Spain,Female,29,2,19035.97,1,1,0,83229.97,0
4443,15730937,Lima,550,France,Female,27,3,0.0,2,1,0,103423.76,0
4444,15204812,Silva,826,France,Male,29,3,94070.65,2,1,1,79181.03,0
4445,15229474,Meyer,640,France,Female,34,2,217519.52,2,0,0,128620.93,0
4446,15464730,Schmidt,681,Spain,Female,59,3,0.0,1,1,0,173097.89,1
4447,15981450,Costa,514,France,Male,39,6,0.0,1,1,1,117815.71,0
4448,15972760,Weber,546,Spain,Male,24,6,0.0,1,1,1,115347.82,0
4449,15364121,Silva,648,France,Male,26,5,89028.81,2,1,0,105089.34,0
4450,15160398,Gomes,642,Germany,Male,35,5,183195.58,2,0,1,192469.38,0
4451,15316348,Alves,503,France,Male,52,4,141654.58,2,1,0,15279.8,0
4452,15996109,Meyer,562,Germany,Female,40,0,241906.63,2,1,1,31751.32,0
4453,15611358,Bernard,730,Spain,Male,24,5,0.0,1,1,1,90603.92,0
4454,15974232,Pereira,643,Spain,Male,39,9,0.0,1,0,1,169931.72,0
4455,15426172,Gomes,748,Spain,Female,42,2,0.0,1,0,0,187065.8,0
4456,15923551,Müller,578,France,Female,27,8,78034.84,1,1,0,189914.25,0
4457,15535691,Bernard,539,Germany,Female,49,9,73880.45,1,1,0,56200.74,1
4458,15831368,Santos,514,France,Female,37,2,21884.09,1,1,0,90724.38,1
4459,15537021,Gomes,478,France,Male,28,7,0.0,2,1,1,137467.19,0
4460,15543673,Müller,607,Germany,Male,42,5,70327.5,1,1,1,171210.93,0
4461,15666178,Oliveira,632,France,Male,47,4,92543.34,1,0,1,138092.0,0
4462,15381067,Thomas,583,Germany,Male,41,3,116923.98,2,1,1,181354.48,0
4463,15682683,Meyer,700,Spain,Female,36,5,0.0,2,1,1,51716.37,0
4464,15907860,Dubois,583,France,Female,49,6,115263.2,2,1,1,115354.11,0
4465,15800696,Müller,572,Germany,Male,35,0,72780.56,1,0,1,105215.56,0
4466,15386269,Costa,554,France,Female,50,4,208003.85,1,1,0,173091.45,1
4467,15419041,Müller,694,France,Female,41,5,247473.22,1,1,0,34706.09,1
4468,15413953,Santos,622,France,Male,24,0,0.0,1,1,0,123844.89,0
4469,15215482,Ferreira,665,Spain,Male,46,7,72424.73,2,1,1,138874.41,0
4470,15483961,Lima,780,Spain,Female,49,8,68457.1,2,0,0,41078.76,0
4471,15705478,Lima,850,Spain,Male,36,5,92569.1,1,1,0,155138.68,0
4472,15556133,Weber,402,Spain,Male,56,2,249073.91,2,1,1,126882.4,0
4473,15986786,Meyer,719,France,Female,52,8,0.0,2,1,1,45434.73,0
4474,15301902,Meyer,517,France,Male,25,6,97145.96,2,1,0,182060.5,0
4475,15491963,Costa,638,Germany,Female,53,0,86021.07,1,1,0,171401.97,1
4476,15220497,Martin,512,France,Male,39,5,0.0,1,1,1,20230.26,0
4477,15730306,Silva,494,France,Male,41,2,56200.65,1,0,0,50684.75,0
4478,15569572,Bernard,528,France,Male,53,2,85028.48,1,1,1,83367.92,0
4479,15725696,Oliveira,559,Germany,Female,48,2,207643.25,2,0,0,112330.18,1
4480,15761566,Lima,439,Germany,Female,39,3,215674.75,2,0,0,116433.02,1
4481,15646521,Pereira,568,France,Female,51,7,0.0,2,0,1,38686.55,0
4482,15135105,Silva,568,France,Male,36,0,200533.62,1,1,0,32505.66,0
4483,15845425,Silva,711,Germany,Female,36,5,118695.71,2,1,0,187288.9,0
4484,15620730,Santos,540,Germany,Female,31,8,63410.43,1,1,1,150590.88,0
4485,15166379,Robert,626,France,Female,59,5,176487.49,3,1,0,34776.3,1
4486,15517040,Gomes,364,Germany,Female,75,6,0.0,1,1,1,178960.74,1
4487,15606471,Thomas,662,France,Female,31,7,169552.85,2,1,0,60249.79,0
4488,15206409,Müller,692,France,Male,57,6,243718.91,1,1,1,83915.54,0
4489,15990099,Fischer,638,Spain,Female,34,5,0.0,1,1,1,132518.92,0
4490,15759437,Lima,554,Germany,Female,73,0,0.0,2,1,1,133627.93,0
4491,15003307,Robert,720,France,Male,43,4,52807.57,2,1,0,107571.03,0
4492,15710876,Silva,703,Germany,Male,30,4,0.0,1,1,1,36666.5,0
4493,15635857,Thomas,732,Germany,Female,23,4,179661.87,2,0,1,69477.0,0
4494,15021159,Thomas,675,Spain,Female,19,4,0.0,1,1,0,102247.27,0
4495,15351436,Silva,422,Germany,Male,39,7,0.0,3,1,1,183826.81,1
4496,15302253,Pereira,713,Germany,Female,52,7,205195.91,2,1,1,77896.2,0
4497,15082789,Silva,587,France,Male,40,2,0.0,1,1,1,161942.13,0
4498,15865510,Oliveira,648,France,Female,77,4,214575.31,1,1,0,13347.77,1
4499,15360116,Silva,604,France,Female,46,8,89010.13,1,1,0,71067.19,1
4500,15908406,Thomas,507,France,Female,41,5,5926.78,1,1,1,58955.33,0
4501,15761628,Souza,553,Germany,Male,35,6,241377.82,2,1,1,173608.74,0
4502,15666485,Silva,802,Germany,Male,55,3,97512.49,1,1,1,49778.1,0
4503,15914685,Costa,566,France,Female,42,3,11720.92,1,1,1,180502.98,0
4504,15635019,Robert,834,France,Male,59,3,0.0,1,1,1,110672.05,0
4505,15239826,Thomas,700,France,Female,75,0,131330.98,2,1,0,166583.97,1
4506,15159247,Martin,780,France,Male,27,7,236300.38,2,1,1,77207.4,0
4507,15190577,Santos,557,Germany,Male,23,3,166063.5,2,1,0,70342.53,0
4508,15313200,Müller,648,France,Female,59,3,39300.72,3,1,1,33467.81,1
4509,15423227,Lima,689,Germany,Male,58,6,72778.01,1,1,0,130541.84,1
4510,15084800,Robert,434,Spain,Male,42,4,209221.57,1,1,1,41140.74,0
4511,15887686,Santos,566,France,Male,34,3,43026.76,4,0,1,134282.65,1
4512,15381625,Gomes,788,France,Male,44,7,135729.28,1,1,1,24119.76,0
4513,15219230,Weber,585,France,Female,32,6,237539.33,2,0,1,39086.97,0
4514,15401759,Schmidt,665,Germany,Female,40,8,0.0,1,1,0,192276.62,1
4515,15431464,Lima,559,Germany,Female,50,5,118710.98,2,1,0,150435.56,1
4516,15051023,Robert,713,France,Female,34,5,70528.56,1,1,1,32842.29,0
4517,15176958,Bernard,642,Germany,Male,48,3,16479.06,2,1,1,84869.69,0
4518,15794321,Souza,579,Spain,Male,77,1,186057.5,2,1,0,37337.17,1
4519,15493236,Schmidt,613,France,Male,52,1,106720.51,1,1,1,102527.34,0
4520,15068912,Müller,746,France,Female,62,5,105432.38,2,1,1,188121.89,0
4521,15415526,Dubois,727,Spain,Male,54,2,75669.58,1,1,1,73713.39,0
4522,15332327,Thomas,680,Germany,Male,39,7,0.0,1,0,1,156014.11,0
4523,15072268,Pereira,667,Spain,Male,53,5,0.0,1,0,1,33991.85,0
4524,15706635,Oliveira,823,Germany,Female,60,2,104499.19,1,1,1,76243.87,1
4525,15653735,Meyer,732,Spain,Male,66,3,0.0,2,0,1,66197.67,0
4526,15792835,Martin,626,France,Female,41,5,0.0,3,1,0,46808.08,1
4527,15462436,Martin,691,Germany,Female,40,6,237124.62,2,1,1,65365.86,0
4528,15650448,Lima,492,Spain,Female,23,6,0.0,2,0,0,160242.45,0
4529,15989272,Bernard,603,Germany,Male,28,5,0.0,2,1,1,116208.02,0
4530,15157870,Robert,707,France,Female,67,2,97126.0,2,1,1,153110.62,0
4531,15523763,Weber,791,France,Male,39,6,76612.46,1,1,0,96465.12,0
4532,15942752,Müller,626,France,Male,60,6,35631.01,2,1,1,75588.1,0
4533,15071434,Weber,850,France,Female,32,6,21920.41,1,1,0,163894.15,1
4534,15584293,Meyer,355,France,Male,44,2,0.0,2,1,0,141811.12,0
4535,15806494,Souza,408,Germany,Male,29,5,0.0,1,1,0,103766.13,0
4536,15658416,Dubois,466,Germany,Female,31,8,64162.6,1,0,1,165591.52,0
4537,15700358,Schmidt,756,France,Male,32,3,211459.39,1,1,1,29738.44,0
4538,15672664,Silva,821,Germany,Female,41,6,247465.77,3,1,1,41371.32,1
4539,15389784,Ferreira,665,France,Male,29,3,0.0,1,1,0,144823.08,0
4540,15432198,Santos,650,France,Female,57,3,135365.98,2,1,1,97644.47,0
4541,15300792,Thomas,850,France,Female,39,4,45707.53,2,0,0,183045.24,0
4542,15628073,Martin,671,Germany,Male,60,7,38898.05,1,1,0,146481.54,1
4543,15868744,Souza,608,France,Female,29,0,0.0,2,1,0,12096.13,0
4544,15367350,Silva,693,France,Female,41,9,123747.84,1,1,1,163754.01,0
4545,15583031,Ferreira,688,France,Female,31,6,24367.53,2,1,1,114953.68,0
4546,15657826,Fischer,654,Spain,Female,56,3,0.0,2,1,0,134260.33,0
4547,15446758,Bernard,686,France,Male,31,3,120087.7,1,0,1,192079.15,0
4548,15525449,Ferreira,692,Germany,Male,47,4,123078.62,1,1,0,189795.52,1
4549,15910198,Schmidt,691,Germany,Male,63,7,32769.96,1,1,1,83969.87,1
4550,15176513,Thomas,756,Spain,Male,20,0,413.33,1,1,1,75118.95,0
4551,15495643,Ferreira,717,Spain,Female,22,4,0.0,2,0,1,63963.67,0
4552,15023602,Müller,656,France,Female,56,1,0.0,3,0,1,114758.92,1
4553,15134878,Bernard,536,France,Male,48,2,0.0,1,1,0,109285.24,0
4554,15126515,Souza,666,Spain,Male,36,5,107555.35,1,1,1,155542.14,0
4555,15354827,Ferreira,803,France,Female,50,2,56788.63,1,0,1,120675.97,0
4556,15773050,Souza,612,Germany,Female,22,0,0.0,3,0,0,152246.33,1
4557,15153086,Alves,595,Germany,Male,33,2,231754.12,1,1,0,37248.51,1
4558,15895274,Silva,831,Germany,Male,34,2,54483.15,1,0,1,105118.18,0
4559,15412016,Müller,688,Spain,Male,57,6,157546.43,2,1,1,87407.58,0
4560,15246637,Müller,474,Spain,Female,41,5,0.0,1,0,0,63689.42,1
4561,15690480,Oliveira,485,Germany,Male,49,6,216566.69,1,0,1,160189.21,0
4562,15647143,Souza,399,France,Female,56,3,177328.21,1,0,1,173087.99,1
4563,15323131,Alves,602,Spain,Male,39,2,203056.12,3,1,1,88087.71,1
4564,15876018,Fischer,512,France,Male,47,6,242263.87,1,1,0,138091.88,0
4565,15096694,Costa,580,France,Female,60,2,141172.53,1,0,0,46583.55,1
4566,15529617,Santos,796,Spain,Female,33,3,123432.1,2,0,1,118278.04,0
4567,15214397,Dubois,569,France,Male,32,3,227463.28,1,1,1,84612.76,0
4568,15141285,Robert,627,France,Male,74,3,46672.98,2,1,0,124444.22,0
4569,15650303,Lima,661,France,Male,69,5,0.0,1,1,1,15108.26,0
4570,15381053,Meyer,717,Spain,Female,37,2,0.0,1,0,0,85832.64,0
4571,15293762,Gomes,708,France,Female,28,4,0.0,1,0,0,110279.81,0
4572,15944155,Silva,524,Germany,Male,31,5,243571.56,4,1,1,195000.65,1
4573,15404891,Müller,752,France,Male,37,6,101713.92,2,1,1,196398.4,0
4574,15597010,Müller,675,Spain,Male,31,3,26372.26,3,1,1,106661.25,1
4575,15568159,Gomes,517,Spain,Female,47,3,15953.73,2,1,1,45312.67,0
4576,15131459,Fischer,630,France,Female,53,3,12530.96,2,1,1,68769.46,0
4577,15198229,Gomes,487,France,Male,38,4,98802.98,1,1,1,78600.6,0
4578,15923162,Costa,553,France,Male,53,3,28551.49,2,0,1,54007.61,0
4579,15546400,Thomas,567,Spain,Female,26,2,61529.82,1,1,1,152207.96,0
4580,15414136,Souza,513,Germany,Female,18,3,0.0,1,0,0,21990.8,1
4581,15377900,Pereira,630,Spain,Male,42,6,8790.13,2,1,1,96807.05,0
4582,15234644,Oliveira,689,France,Female,23,2,10722.05,1,0,1,187420.37,0
4583,15269634,Müller,715,Spain,Male,37,6,0.0,1,1,0,157050.15,0
4584,15825459,Dubois,731,Spain,Female,55,3,152633.44,2,1,0,55389.11,1
4585,15182618,Martin,779,Germany,Male,39,5,87179.13,2,1,1,22707.42,0
4586,15335660,Silva,396,Spain,Female,47,8,76389.93,1,1,0,157522.13,1
4587,15664759,Robert,850,France,Male,38,8,0.0,1,1,1,34686.1,0
4588,15421295,Pereira,504,France,Female,20,4,33767.64,2,1,1,12237.09,0
4589,15208693,Weber,350,Germany,Male,46,1,0.0,2,0,1,19396.64,0
4590,15594289,Müller,697,Germany,Female,55,7,144442.75,2,1,0,128035.56,1
4591,15752863,Ferreira,702,Germany,Male,34,2,0.0,1,0,1,35872.03,0
4592,15787139,Pereira,763,France,Male,41,7,0.0,1,1,0,50214.0,0
4593,15100705,Schmidt,764,Germany,Male,54,6,52648.55,2,1,0,19204.87,0
4594,15540356,Gomes,450,France,Male,55,8,58638.6,2,1,0,113608.65,0
4595,15247537,Dubois,692,France,Male,36,5,84343.28,1,1,1,27610.54,0
4596,15231096,Lima,709,Germany,Male,44,9,0.0,1,1,1,55472.45,0
4597,15321304,Santos,714,Germany,Male,45,4,112480.29,2,1,0,101903.54,0
4598,15840423,Ferreira,735,France,Male,50,3,124261.19,1,0,1,15199.56,0
4599,15512029,Bernard,580,France,Female,49,3,132409.51,2,1,1,108505.12,0
4600,15076779,Alves,607,France,Male,30,3,0.0,1,1,1,42534.01,0
4601,15799712,Meyer,685,France,Female,49,3,160484.63,2,1,1,125652.02,0
4602,15769846,Meyer,609,Spain,Female,45,7,0.0,2,0,0,60141.85,0
4603,15752356,Silva,665,Spain,Female,43,5,0.0,1,1,1,165329.05,0
4604,15790008,Ferreira,718,France,Female,60,6,0.0,2,1,1,140386.04,0
4605,15210364,Bernard,763,Germany,Male,54,3,0.0,1,1,0,117318.1,1
4606,15396746,Gomes,541,Spain,Male,36,9,104980.56,1,0,0,131722.98,0
4607,15228167,Thomas,669,Spain,Male,36,3,167738.73,1,1,1,199800.73,0
4608,15523787,Ferreira,685,France,Male,46,2,0.0,2,1,0,87111.09,0
4609,15271661,Bernard,633,Spain,Male,49,6,94780.64,2,0,0,76822.19,0
4610,15073103,Fischer,676,France,Male,69,6,0.0,1,1,1,117258.49,0
4611,15730752,Pereira,779,France,Female,42,3,0.0,1,0,0,25439.98,1
4612,15703593,Dubois,535,France,Male,40,4,53285.97,1,0,0,25055.33,0
4613,15323876,Lima,515,France,Male,47,4,43427.54,2,1,0,126563.78,0
4614,15834659,Müller,645,France,Male,47,3,0.0,2,1,1,148727.09,0
4615,15846430,Dubois,573,France,Male,46,6,0.0,2,0,0,152416.62,0
4616,15395352,Meyer,772,France,Male,43,6,0.0,2,1,1,138630.49,0
4617,15490562,Alves,678,Spain,Female,20,4,44548.44,2,1,1,152686.63,0
4618,15140068,Martin,697,Spain,Female,26,4,35148.81,1,0,1,79399.27,0
4619,15663550,Bernard,632,France,Male,31,2,28726.2,2,1,0,156918.71,0
4620,15367391,Müller,440,Spain,Male,39,5,8745.98,1,1,1,53381.93,0
4621,15390876,Santos,662,Spain,Male,21,7,221446.07,1,1,0,71283.64,0
